,_id,index,name,equipment_category,gear_category,cost,weight,url,desc,tool_category,vehicle_category,quantity,weapon_category,weapon_range,category_range,damage,range,properties,2h_damage,armor_category,armor_class,str_minimum,stealth_disadvantage,contents,speed,capacity,throw_range,special
66,5f2329a90b1bb138c5940dd2,crossbow-heavy,"Crossbow, heavy","{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 50, 'unit': 'gp'}",18.0,/api/equipment/crossbow-heavy,,,,,Martial,Ranged,Martial Ranged,"{'damage_dice': '1d10', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 100, 'long': 400}","[{'name': 'Ammunition', 'url': '/api/weapon-properties/ammunition'}, {'url': '/api/weapon-properties/light', 'name': 'Light'}, {'name': 'Loading', 'url': '/api/weapon-properties/loading'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
67,5f2329a90b1bb138c5940dbc,crossbow-light,"Crossbow, light","{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 25, 'unit': 'gp'}",5.0,/api/equipment/crossbow-light,,,,,Simple,Ranged,Simple Ranged,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 80, 'long': 320}","[{'url': '/api/weapon-properties/ammunition', 'name': 'Ammunition'}, {'url': '/api/weapon-properties/loading', 'name': 'Loading'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
68,5f2329a90b1bb138c5940e06,crowbar,Crowbar,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",5.0,/api/equipment/crowbar,"[""Using a crowbar grants advantage to Strength checks where the crowbar's leverage can be applied.""]",,,,,,,,,,,,,,,,,,,
69,5f2329a90b1bb138c5940deb,crystal,Crystal,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Arcane focus,"{'quantity': 10, 'unit': 'gp'}",1.0,/api/equipment/crystal,"['An arcane focus is a special item--an orb, a crystal, a rod, a specially constructed staff, a wand-like length of wood, or some similar item--designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
70,5f2329a90b1bb138c5940db0,dagger,Dagger,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 2, 'unit': 'gp'}",1.0,/api/equipment/dagger,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d4', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/finesse', 'name': 'Finesse'}, {'url': '/api/weapon-properties/light', 'name': 'Light'}, {'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]",,,,,,,,,"{'normal': 20, 'long': 60}",
71,5f2329a90b1bb138c5940dba,dart,Dart,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 5, 'unit': 'cp'}",0.25,/api/equipment/dart,,,,,Simple,Ranged,Simple Ranged,"{'damage_dice': '1d4', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 20, 'long': 60}","[{'url': '/api/weapon-properties/finesse', 'name': 'Finesse'}, {'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}]",,,,,,,,,"{'normal': 20, 'long': 60}",
72,5f2329a90b1bb138c5940e60,dice-set,Dice set,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 1, 'unit': 'sp'}",0.0,/api/equipment/dice-set,"['This item encompasses a wide range of game pieces, including dice and decks of cards (for games such as Three-Dragon Ante). A few common examples appear on the Tools table, but other kinds of gaming sets exist. If you are proficient with a gaming set, you can add your proficiency bonus to ability checks you make to play a game with that set. Each type of gaming set requires a separate proficiency.']",Gaming Sets,,,,,,,,,,,,,,,,,,
73,5f2329a90b1bb138c5940e4a,diplomats-pack,Diplomat's Pack,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Equipment Pack,"{'quantity': 39, 'unit': 'gp'}",,/api/equipment/diplomats-pack,,,,,,,,,,,,,,,,"[{'item_url': '/api/equipment/chest', 'quantity': 1}, {'item_url': '/api/equipment/case-map-or-scroll', 'quantity': 2}, {'item_url': '/api/equipment/clothes-fine', 'quantity': 5}, {'item_url': '/api/equipment/ink-1-ounce-bottle', 'quantity': 1}, {'item_url': '/api/equipment/ink-pen', 'quantity': 1}, {'item_url': '/api/equipment/lamp', 'quantity': 1}, {'item_url': '/api/equipment/oil-flask', 'quantity': 2}, {'item_url': '/api/equipment/paper-one-sheet', 'quantity': 5}, {'item_url': '/api/equipment/perfume-vial', 'quantity': 1}, {'item_url': '/api/equipment/sealing-wax', 'quantity': 1}, {'item_url': '/api/equipment/soap', 'quantity': 1}]",,,,
74,5f2329a90b1bb138c5940e1a,disguise-kit,Disguise Kit,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Kit,"{'quantity': 25, 'unit': 'gp'}",3.0,/api/equipment/disguise-kit,"['This pouch of cosmetics, hair dye, and small props lets you create disguises that change your physical appearance. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to create a visual disguise.']",,,,,,,,,,,,,,,,,,,
75,5f2329a90b1bb138c5940e70,donkey,Donkey,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 8, 'unit': 'gp'}",,/api/equipment/donkey,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 40, 'unit': 'ft/round'}",420 lb.,,
76,5f2329a90b1bb138c5940e64,drum,Drum,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 6, 'unit': 'gp'}",3.0,/api/equipment/drum,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
77,5f2329a90b1bb138c5940e66,dulcimer,Dulcimer,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 25, 'unit': 'gp'}",10.0,/api/equipment/dulcimer,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
78,5f2329a90b1bb138c5940e4b,dungeoneers-pack,Dungeoneer's Pack,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Equipment Pack,"{'quantity': 12, 'unit': 'gp'}",,/api/equipment/dungeoneers-pack,,,,,,,,,,,,,,,,"[{'item_url': '/api/equipment/backpack', 'quantity': 1}, {'item_url': '/api/equipment/crowbar', 'quantity': 1}, {'item_url': '/api/equipment/hammer', 'quantity': 1}, {'item_url': '/api/equipment/piton', 'quantity': 10}, {'item_url': '/api/equipment/torch', 'quantity': 10}, {'item_url': '/api/equipment/rations-1-day', 'quantity': 10}, {'item_url': '/api/equipment/waterskin', 'quantity': 1}, {'item_url': '/api/equipment/rope-hempen-50-feet', 'quantity': 1}]",,,,
79,5f2329a90b1bb138c5940e73,elephant,Elephant,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 200, 'unit': 'gp'}",,/api/equipment/elephant,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 40, 'unit': 'ft/round'}","1,320 lb.",,
80,5f2329a90b1bb138c5940e0b,emblem,Emblem,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Holy Symbol,"{'quantity': 5, 'unit': 'gp'}",0.0,/api/equipment/emblem,"['A holy symbol is a representation of a god or pantheon. It might be an amulet depicting a symbol representing a deity, the same symbol carefully engraved or inlaid as an emblem on a shield, or a tiny box holding a fragment of a sacred relic.', 'Appendix B lists the symbols commonly associated with many gods in the multiverse. A cleric or paladin can use a holy symbol as a spellcasting focus. To use the symbol in this way, the caster must hold it in hand, wear it visibly, or bear it on a shield.']",,,,,,,,,,,,,,,,,,,
81,5f2329a90b1bb138c5940e4c,entertainers-pack,Entertainer's Pack,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Equipment Pack,"{'quantity': 40, 'unit': 'gp'}",,/api/equipment/entertainers-pack,,,,,,,,,,,,,,,,"[{'item_url': '/api/equipment/backpack', 'quantity': 1}, {'item_url': '/api/equipment/bedroll', 'quantity': 1}, {'item_url': '/api/equipment/clothes-costume', 'quantity': 2}, {'item_url': '/api/equipment/candle', 'quantity': 5}, {'item_url': '/api/equipment/rations-1-day', 'quantity': 5}, {'item_url': '/api/equipment/waterskin', 'quantity': 1}, {'item_url': '/api/equipment/disguise-kit', 'quantity': 1}]",,,,
82,5f2329a90b1bb138c5940e4e,explorers-pack,Explorer's Pack,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Equipment Pack,"{'quantity': 10, 'unit': 'gp'}",,/api/equipment/explorers-pack,,,,,,,,,,,,,,,,"[{'item_url': '/api/equipment/backpack', 'quantity': 1}, {'item_url': '/api/equipment/bedroll', 'quantity': 1}, {'item_url': '/api/equipment/mess-kit', 'quantity': 1}, {'item_url': '/api/equipment/tinderbox', 'quantity': 1}, {'item_url': '/api/equipment/torch', 'quantity': 10}, {'item_url': '/api/equipment/rations-1-day', 'quantity': 10}, {'item_url': '/api/equipment/waterskin', 'quantity': 1}, {'item_url': '/api/equipment/disguise-kit', 'quantity': 1}]",,,,
83,5f2329a90b1bb138c5940e0c,fishing-tackle,Fishing tackle,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'gp'}",4.0,/api/equipment/fishing-tackle,"['This kit includes a wooden rod, silken line, corkwood bobbers, steel hooks, lead sinkers, velvet lures, and narrow netting.']",,,,,,,,,,,,,,,,,,,
84,5f2329a90b1bb138c5940dbf,flail,Flail,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 10, 'unit': 'gp'}",2.0,/api/equipment/flail,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 5, 'long': None}",[],,,,,,,,,,
85,5f2329a90b1bb138c5940e0e,flask-or-tankard,Flask or tankard,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'cp'}",1.0,/api/equipment/flask-or-tankard,,,,,,,,,,,,,,,,,,,,
86,5f2329a90b1bb138c5940e65,flute,Flute,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 2, 'unit': 'gp'}",1.0,/api/equipment/flute,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
87,5f2329a90b1bb138c5940e19,forgery-kit,Forgery Kit,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Kit,"{'quantity': 15, 'unit': 'gp'}",5.0,/api/equipment/forgery-kit,"['This small box contains a variety of papers and parchments, pens and inks, seals and sealing wax, gold and silver leaf, and other supplies necessary to create convincing forgeries of physical documents. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to create a physical forgery of a document.']",,,,,,,,,,,,,,,,,,,
88,5f2329a90b1bb138c5940e91,galley,Galley,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 30000, 'unit': 'gp'}",,/api/equipment/galley,,,Waterborne Vehicles,,,,,,,,,,,,,,"{'quantity': 4, 'unit': 'mph'}",,,
89,5f2329a90b1bb138c5940dc1,glaive,Glaive,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 20, 'unit': 'gp'}",6.0,/api/equipment/glaive,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d10', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/heavy', 'name': 'Heavy'}, {'url': '/api/weapon-properties/reach', 'name': 'Reach'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
90,5f2329a90b1bb138c5940e57,glassblowers-tools,Glassblower's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 30, 'unit': 'gp'}",5.0,/api/equipment/glassblowers-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
91,5f2329a90b1bb138c5940e0f,grappling-hook,Grappling hook,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",4.0,/api/equipment/grappling-hook,,,,,,,,,,,,,,,,,,,,
92,5f2329a90b1bb138c5940dc0,greataxe,Greataxe,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 30, 'unit': 'gp'}",7.0,/api/equipment/greataxe,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d12', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/heavy', 'name': 'Heavy'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
93,5f2329a90b1bb138c5940db1,greatclub,Greatclub,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 2, 'unit': 'sp'}",10.0,/api/equipment/greatclub,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
94,5f2329a90b1bb138c5940dc2,greatsword,Greatsword,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 50, 'unit': 'gp'}",6.0,/api/equipment/greatsword,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '2d6', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/heavy', 'name': 'Heavy'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
95,5f2329a90b1bb138c5940dc4,halberd,Halberd,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 20, 'unit': 'gp'}",6.0,/api/equipment/halberd,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d10', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/heavy', 'name': 'Heavy'}, {'url': '/api/weapon-properties/reach', 'name': 'Reach'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
96,5f2329a90b1bb138c5940ddc,half-plate,Half Plate,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 750, 'unit': 'gp'}",40.0,/api/equipment/half-plate,,,,,,,,,,,,Medium,"{'base': 15, 'dex_bonus': True, 'max_bonus': 2}",0.0,True,,,,,
97,5f2329a90b1bb138c5940e11,hammer,Hammer,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'gp'}",3.0,/api/equipment/hammer,,,,,,,,,,,,,,,,,,,,
98,5f2329a90b1bb138c5940e10,hammer-sledge,"Hammer, sledge","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",10.0,/api/equipment/hammer-sledge,,,,,,,,,,,,,,,,,,,,
99,5f2329a90b1bb138c5940db3,handaxe,Handaxe,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 5, 'unit': 'gp'}",2.0,/api/equipment/handaxe,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/light', 'name': 'Light'}, {'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]",,,,,,,,,"{'normal': 20, 'long': 60}",
100,5f2329a90b1bb138c5940e1b,healers-kit,Healer's Kit,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Kit,"{'quantity': 5, 'unit': 'gp'}",3.0,/api/equipment/healers-kit,"['This kit is a leather pouch containing bandages, salves, and splints. The kit has ten uses. As an action, you can expend one use of the kit to stabilize a creature that has 0 hit points, without needing to make a Wisdom (Medicine) check.']",,,,,,,,,,,,,,,,,,,
101,5f2329a90b1bb138c5940e1c,herbalism-kit,Herbalism Kit,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Kit,"{'quantity': 5, 'unit': 'gp'}",3.0,/api/equipment/herbalism-kit,"['This kit contains a variety of instruments such as clippers, mortar and pestle, and pouches and vials used by herbalists to create remedies and potions. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to identify or apply herbs. Also, proficiency with this kit is required to create antitoxin and potions of healing.']",,,,,,,,,,,,,,,,,,,
102,5f2329a90b1bb138c5940dd9,hide,Hide,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 10, 'unit': 'gp'}",12.0,/api/equipment/hide,,,,,,,,,,,,Medium,"{'base': 12, 'dex_bonus': True, 'max_bonus': 2}",0.0,False,,,,,
103,5f2329a90b1bb138c5940e13,holy-water-flask,Holy water (flask),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 25, 'unit': 'gp'}",1.0,/api/equipment/holy-water-flask,"['As an action, you can splash the contents of this flask onto a creature within 5 feet of you or throw it up to 20 feet, shattering it on impact. In either case, make a ranged attack against a target creature, treating the holy water as an improvised weapon.', 'If the target is a fiend or undead, it takes 2d6 radiant damage.', 'A cleric or paladin may create holy water by performing a special ritual.', 'The ritual takes 1 hour to perform, uses 25 gp worth of powdered silver, and requires the caster to expend a 1st-level spell slot.']",,,,,,,,,,,,,,,,,,,
104,5f2329a90b1bb138c5940e6a,horn,Horn,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 3, 'unit': 'gp'}",2.0,/api/equipment/horn,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
105,5f2329a90b1bb138c5940e72,horse-draft,"Horse, draft","{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 50, 'unit': 'gp'}",,/api/equipment/horse-draft,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 40, 'unit': 'ft/round'}",540 lb.,,
106,5f2329a90b1bb138c5940e74,horse-riding,"Horse, riding","{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 75, 'unit': 'gp'}",,/api/equipment/horse-riding,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 60, 'unit': 'ft/round'}",480 lb.,,
107,5f2329a90b1bb138c5940e12,hourglass,Hourglass,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 25, 'unit': 'gp'}",1.0,/api/equipment/hourglass,,,,,,,,,,,,,,,,,,,,
108,5f2329a90b1bb138c5940e15,hunting-trap,Hunting trap,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'gp'}",25.0,/api/equipment/hunting-trap,"['When you use your action to set it, this trap forms a saw-toothed steel ring that snaps shut when a creature steps on a pressure plate in the center. The trap is affixed by a heavy chain to an immobile object, such as a tree or a spike driven into the ground.', 'A creature that steps on the plate must succeed on a DC 13 Dexterity saving throw or take 1d4 piercing damage and stop moving. Thereafter, until the creature breaks free of the trap, its movement is limited by the length of the chain (typically 3 feet long).', 'A creature can use its action to make a DC 13 Strength check, freeing itself or another creature within its reach on a success. Each failed check deals 1 piercing damage to the trapped creature.']",,,,,,,,,,,,,,,,,,,
109,5f2329a90b1bb138c5940e14,ink-1-ounce-bottle,Ink (1 ounce bottle),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 10, 'unit': 'gp'}",0.0,/api/equipment/ink-1-ounce-bottle,,,,,,,,,,,,,,,,,,,,
110,5f2329a90b1bb138c5940e17,ink-pen,Ink pen,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'cp'}",0.0,/api/equipment/ink-pen,,,,,,,,,,,,,,,,,,,,
111,5f2329a90b1bb138c5940db4,javelin,Javelin,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 5, 'unit': 'sp'}",2.0,/api/equipment/javelin,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]",,,,,,,,,"{'normal': 30, 'long': 120}",
112,5f2329a90b1bb138c5940e59,jewelers-tools,Jeweler's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 25, 'unit': 'gp'}",2.0,/api/equipment/jewelers-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
113,5f2329a90b1bb138c5940e16,jug-or-pitcher,Jug or pitcher,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'cp'}",4.0,/api/equipment/jug-or-pitcher,,,,,,,,,,,,,,,,,,,,
114,5f2329a90b1bb138c5940e92,keelboat,Keelboat,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 3000, 'unit': 'gp'}",,/api/equipment/keelboat,"[""Keelboats and rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A rowboat weighs 100 pounds, in case adventurers carry it over land.""]",,Waterborne Vehicles,,,,,,,,,,,,,,"{'quantity': 1, 'unit': 'mph'}",,,
115,5f2329a90b1bb138c5940e1f,ladder-10-foot,Ladder (10-foot),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'sp'}",25.0,/api/equipment/ladder-10-foot,,,,,,,,,,,,,,,,,,,,
116,5f2329a90b1bb138c5940e20,lamp,Lamp,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'sp'}",1.0,/api/equipment/lamp,"['A lamp casts bright light in a 15-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.']",,,,,,,,,,,,,,,,,,,
117,5f2329a90b1bb138c5940dc3,lance,Lance,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 10, 'unit': 'gp'}",6.0,/api/equipment/lance,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d12', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/reach', 'name': 'Reach'}, {'url': '/api/weapon-properties/special', 'name': 'Special'}]",,,,,,,,,,"[""You have disadvantage when you use a lance to attack a target within 5 feet of you. Also, a lance requires two hands to wield when you aren't mounted.""]"
118,5f2329a90b1bb138c5940e21,lantern-bullseye,"Lantern, bullseye","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 10, 'unit': 'gp'}",2.0,/api/equipment/lantern-bullseye,"['A bullseye lantern casts bright light in a 60-foot cone and dim light for an additional 60 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.']",,,,,,,,,,,,,,,,,,,
119,5f2329a90b1bb138c5940e22,lantern-hooded,"Lantern, hooded","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'gp'}",2.0,/api/equipment/lantern-hooded,"['A hooded lantern casts bright light in a 30-foot radius and dim light for an additional 30 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil. As an action, you can lower the hood, reducing the light to dim light in a 5-foot radius.']",,,,,,,,,,,,,,,,,,,
120,5f2329a90b1bb138c5940dd5,leather,Leather,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 10, 'unit': 'gp'}",10.0,/api/equipment/leather,,,,,,,,,,,,Light,"{'base': 11, 'dex_bonus': True, 'max_bonus': None}",0.0,False,,,,,
121,5f2329a90b1bb138c5940e58,leatherworkers-tools,Leatherworker's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 5, 'unit': 'gp'}",5.0,/api/equipment/leatherworkers-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
122,5f2329a90b1bb138c5940db9,light-hammer,Light hammer,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 2, 'unit': 'gp'}",2.0,/api/equipment/light-hammer,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d4', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/light', 'name': 'Light'}, {'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]",,,,,,,,,"{'normal': 20, 'long': 60}",
